Customer_ID,Age,Annual_Income,Monthly_Spending,Purchase_Frequency,Avg_Order_Value,Days_Since_Last_Purchase,Total_Items_Purchased,Returns_Count,Satisfaction_Score,Tenure_Months,Discount_Usage,Website_Visits,Email_Opens,Mobile_App_Usage,Social_Media_Engagement,Referral_Count,Loyalty_Points,Avg_Session_Length,Cart_Abandonment,Review_Count,Payment_Method
848,62,46966,187,30,117,2,378,8,2,5,9,64,12,17,14,0,3603,48,10,1,UPI
849,30,87545,1167,7,433,104,107,3,2,23,2,17,11,32,0,8,982,51,5,4,UPI
850,21,27987,560,3,44,51,102,9,5,9,14,78,20,20,1,7,3942,2,10,16,NetBanking
851,18,52311,2425,1,303,30,481,9,4,58,1,62,36,15,9,0,2590,15,5,17,Card
852,66,46575,2568,36,468,11,31,8,1,59,16,35,5,14,15,9,1042,35,4,0,NetBanking
853,57,78852,1824,25,388,108,459,3,1,29,5,13,6,4,14,8,2538,36,7,14,NetBanking
854,49,16007,1476,37,320,76,181,9,3,16,7,35,25,5,14,1,861,52,12,8,Card
855,51,85981,2843,1,87,167,392,9,5,54,2,43,41,37,13,2,1876,54,1,4,Card
856,45,91242,614,15,26,90,143,9,3,46,17,2,47,2,13,1,1835,28,6,12,NetBanking
857,48,62517,802,37,324,123,435,8,1,22,0,56,7,11,5,7,4208,39,14,18,Cash
858,25,44257,1753,13,156,125,34,6,2,8,15,77,8,35,13,1,3526,44,3,9,Cash
859,56,102272,2166,40,183,122,194,1,4,59,6,51,26,32,16,9,1685,4,0,19,Card
860,43,57207,122,8,102,94,94,8,5,20,2,54,3,35,17,1,3401,10,12,13,NetBanking
861,51,28281,2560,5,404,103,64,3,2,51,3,16,20,32,19,0,1622,6,4,11,Cash
862,20,76246,1153,9,157,162,260,7,4,14,8,18,30,30,18,6,4957,57,2,10,NetBanking
863,67,16435,1930,1,439,31,153,6,5,39,4,7,20,20,16,1,2657,30,3,6,NetBanking
864,29,113875,2255,36,92,52,360,6,5,37,18,45,39,26,15,9,1932,54,6,16,NetBanking
865,18,115686,1404,35,256,89,407,7,1,50,14,36,24,26,7,4,507,46,4,17,Cash
866,61,106357,1234,2,65,76,176,0,2,34,7,41,38,7,6,4,4561,35,13,6,UPI
867,22,41660,2283,40,125,129,421,4,5,11,5,94,14,36,19,2,3478,49,14,19,NetBanking
868,47,20084,461,23,435,22,233,1,5,54,17,42,34,31,11,2,2656,43,3,5,Cash
869,47,97197,2276,9,307,40,229,1,4,40,18,7,48,25,8,2,1121,10,0,10,UPI
870,34,28507,1999,34,281,101,188,0,1,33,14,15,42,1,13,5,289,58,5,11,Card
871,65,87595,1384,46,195,111,128,4,3,31,6,60,40,11,19,3,2829,53,10,15,Cash
872,64,98807,614,14,185,129,442,1,1,59,9,40,36,21,0,2,2209,32,9,18,UPI
873,40,60539,548,4,164,65,274,3,3,54,5,83,41,16,9,1,4812,42,5,18,Cash
874,32,22491,2023,30,349,170,451,2,2,44,13,37,46,6,16,2,1400,42,6,10,UPI
875,54,65192,1606,31,389,149,438,2,2,34,16,66,27,3,16,3,566,3,0,15,UPI
876,38,95395,1347,38,302,79,159,1,5,50,8,55,13,36,16,5,1473,56,13,11,Cash
877,31,78888,1955,11,73,22,425,5,2,7,18,77,3,37,3,3,1987,26,3,7,Card
878,19,88609,973,35,197,166,462,1,5,58,4,95,19,31,16,7,3787,15,11,2,NetBanking
879,28,24077,2620,8,438,99,224,7,1,49,6,80,33,10,17,2,3865,17,8,1,UPI
880,68,35953,1528,3,263,8,206,7,2,54,18,56,11,0,19,2,3260,27,14,5,NetBanking
881,56,91919,2449,14,360,175,51,4,1,23,19,44,32,24,1,2,3547,18,11,15,Card
882,55,82889,2378,13,146,17,62,9,1,46,6,57,23,23,7,7,3251,51,13,19,NetBanking
883,51,38821,1854,45,428,17,489,6,2,56,1,6,19,16,12,3,1716,19,9,14,NetBanking
884,55,52567,1022,32,431,90,452,3,1,7,15,92,4,7,19,0,1012,12,5,13,Cash
885,67,39860,2259,34,386,141,339,0,2,54,12,32,37,26,14,1,1310,24,1,1,Cash
886,51,36195,1136,45,290,145,260,1,2,25,7,74,29,17,19,9,4570,5,3,19,Card
887,35,92475,1516,19,151,166,304,9,2,3,5,18,23,26,8,1,617,24,5,17,Cash
888,47,105874,2647,38,112,81,387,9,3,59,5,68,42,21,2,2,4736,27,3,13,UPI
889,32,102266,2745,16,398,78,280,3,1,38,8,73,39,15,2,5,4257,48,14,17,Card
890,44,36427,2381,2,92,173,464,0,4,20,3,7,6,1,1,7,1982,30,9,1,Cash
891,68,115732,2749,40,430,6,422,7,2,34,10,8,35,4,0,0,2228,15,6,0,Cash
892,51,42083,413,17,429,163,132,8,1,49,4,64,37,17,13,8,4820,47,11,19,Card
893,69,102046,2713,34,422,110,376,3,5,44,16,7,15,2,16,0,468,59,12,1,UPI
894,55,72372,2356,42,267,14,396,9,2,44,19,41,14,26,12,9,4116,38,2,8,Card
895,50,59064,2097,16,367,72,348,2,2,30,6,40,45,16,18,1,4355,44,5,8,Cash
896,41,22813,1137,38,292,143,275,1,4,17,14,3,22,15,14,2,1139,34,12,15,Cash
897,32,46598,1756,2,62,54,357,4,3,59,14,17,11,5,13,6,1436,27,14,10,Card
898,47,108106,2734,2,396,27,38,2,3,10,13,66,28,6,1,8,536,20,11,5,UPI
899,59,42082,1878,26,60,13,472,9,2,35,12,79,43,13,6,2,951,41,3,11,UPI
900,68,44241,1114,13,189,159,44,6,1,20,10,93,47,37,16,7,2813,32,2,2,NetBanking
901,34,111214,1193,47,453,163,15,5,5,18,12,52,14,39,17,8,3006,4,11,11,UPI
902,22,59569,1224,31,231,60,405,0,5,45,8,22,28,14,5,9,3994,5,2,0,Card
903,46,26745,797,34,187,6,120,7,1,44,9,4,44,32,7,6,1840,53,13,8,UPI
904,21,41029,2279,39,58,58,303,1,2,27,3,6,42,26,1,3,850,58,1,19,UPI
905,27,28025,1504,3,388,49,86,4,5,59,16,38,48,28,0,3,1971,8,10,5,NetBanking
906,34,116660,1255,8,264,151,358,8,3,59,13,26,20,36,15,3,1191,22,2,10,UPI
907,27,29288,1143,23,170,162,156,7,1,49,17,11,14,4,6,5,3920,42,12,2,NetBanking
908,34,104186,2029,14,130,26,76,1,4,36,10,90,13,28,10,3,4628,7,11,3,NetBanking
909,37,21540,2683,27,499,47,401,8,2,23,15,17,41,31,14,4,2062,22,13,9,UPI
910,41,112768,1113,29,455,5,17,4,1,32,0,88,43,5,12,8,3046,46,9,18,Cash
911,22,96958,326,39,66,20,131,9,5,10,6,92,15,1,1,6,4399,30,0,5,Card
912,51,83878,1928,39,82,134,349,5,2,11,9,99,14,5,13,7,3558,37,14,0,Card
913,23,56846,1592,1,244,59,184,2,3,38,8,31,41,3,5,4,4511,16,2,7,UPI
914,19,116148,921,17,385,146,397,2,2,6,2,77,3,28,8,4,304,15,8,7,Card
915,30,90932,2123,41,88,132,188,9,2,59,13,35,26,24,6,6,4908,5,3,5,Card
916,60,32482,970,30,318,17,94,7,3,41,14,16,22,8,17,7,2847,3,14,16,NetBanking
917,60,38411,2552,13,451,14,460,9,3,47,1,79,28,2,8,8,2435,23,2,18,Cash
918,65,65975,2349,21,309,13,54,9,2,34,13,18,40,25,3,1,2804,10,7,0,Card
919,28,75545,2185,19,315,135,145,1,3,36,15,62,8,26,8,2,1984,5,0,14,Cash
920,68,93797,1895,19,222,128,352,1,1,37,6,27,42,35,3,1,3936,23,4,12,Card
921,64,67307,287,25,80,44,25,4,3,17,3,35,42,31,11,9,712,15,0,2,Cash
922,40,18093,1180,22,453,119,342,5,3,40,17,45,6,0,3,6,2895,18,6,1,Cash
923,33,92258,1040,31,470,143,204,1,2,40,4,35,41,15,19,1,1681,25,4,2,Card
924,48,37042,2420,17,337,19,18,4,1,54,5,28,3,10,13,1,1333,8,14,8,NetBanking
925,28,67930,2730,23,333,63,325,6,4,12,6,9,4,25,6,1,3198,31,1,15,Cash
926,33,59413,2663,32,180,163,343,9,4,21,14,76,4,39,12,3,174,21,11,12,Cash
927,25,108623,625,10,350,81,342,9,5,40,0,15,10,0,7,0,3205,2,13,18,Card
928,21,112883,435,10,35,163,336,7,3,19,3,21,40,25,4,1,1416,22,0,17,Cash
929,57,48756,2845,36,357,147,24,6,3,3,0,52,27,27,11,2,1987,8,10,11,Cash
930,21,68268,1178,8,113,148,336,7,1,18,10,35,15,8,12,6,4853,23,14,11,NetBanking
931,42,54214,2647,20,323,100,111,8,4,53,17,97,40,21,19,9,1772,32,6,0,Cash
932,20,96871,2913,32,157,163,235,4,5,51,13,51,29,7,13,0,4266,8,11,19,NetBanking
933,49,43602,2683,14,357,160,434,4,1,19,10,83,3,26,17,5,1074,4,0,7,Cash
934,20,68331,261,28,57,122,287,9,3,47,9,55,1,38,19,2,4760,30,2,16,Cash
935,44,63901,693,46,146,176,417,3,4,6,16,87,45,18,3,2,591,19,10,19,NetBanking
936,46,114986,2038,24,294,44,122,8,5,16,3,77,2,24,17,3,2978,23,14,6,NetBanking
937,49,78416,2306,15,183,104,494,4,2,8,14,44,49,37,6,3,3982,18,5,8,UPI
938,67,47196,159,22,462,152,437,1,4,48,15,65,20,20,14,6,2410,53,14,16,Cash
939,68,20626,2001,30,338,61,10,9,5,18,12,93,5,23,5,2,847,29,5,9,NetBanking
940,36,22424,2358,4,96,125,275,7,1,52,8,88,42,23,15,7,493,23,14,3,Cash
941,38,27857,505,13,193,145,217,6,2,48,10,80,17,18,19,7,545,33,6,6,Cash
942,22,34982,763,23,406,71,119,7,5,43,10,25,43,1,7,6,4999,52,10,6,Cash
943,35,91961,1232,8,477,107,209,2,5,39,5,87,4,13,15,1,2286,47,13,7,Card
944,45,16980,1199,18,377,50,449,3,3,49,0,92,8,31,15,4,2697,18,10,7,UPI
945,59,63290,641,12,340,65,378,4,4,49,5,47,19,31,2,5,3837,54,0,15,Card
946,39,41431,1437,31,395,99,482,5,3,12,12,80,27,27,16,9,1540,44,6,11,UPI
947,38,99976,1097,14,110,32,315,0,2,45,4,56,25,38,8,3,883,33,1,14,Cash
948,23,97711,1240,34,257,164,21,3,5,10,14,38,17,39,2,9,3956,7,5,7,Cash
949,18,41385,967,18,283,141,354,9,3,7,17,11,18,39,19,4,3094,51,12,8,NetBanking
950,22,53158,2166,34,198,58,474,4,4,46,19,67,2,12,6,8,2365,28,7,2,UPI
951,58,38019,531,11,228,128,197,6,2,55,13,15,8,11,17,6,3347,1,12,15,UPI
952,29,33639,839,41,92,142,163,4,1,1,14,1,35,7,11,1,3071,56,4,14,Card
953,43,100530,1473,12,409,165,377,0,3,49,4,7,30,14,18,0,3675,39,9,3,UPI
954,63,114911,282,49,126,112,343,6,2,36,3,1,48,25,15,1,4715,34,2,19,Cash
955,51,36563,2260,15,364,68,434,7,1,21,1,49,16,11,16,2,952,39,10,15,NetBanking
956,66,54341,1306,31,314,40,429,6,3,37,6,96,22,26,19,1,3300,19,7,9,Card
957,31,20776,2628,49,388,144,386,3,2,52,9,73,33,17,14,2,3735,31,7,10,NetBanking
958,43,51444,1269,29,463,132,288,7,2,24,15,29,40,35,0,9,3179,13,3,4,UPI
959,62,83916,930,26,303,173,180,4,3,55,9,26,40,26,1,8,2963,57,7,10,UPI
960,44,23711,1751,18,372,90,143,9,2,25,17,87,4,8,7,3,4027,24,4,12,Card
961,26,89318,1236,32,201,28,462,8,5,7,16,45,14,38,1,8,3247,5,12,14,UPI
962,43,97970,2910,22,56,96,436,9,3,42,12,93,46,0,18,2,4415,23,10,5,NetBanking
963,64,100553,575,38,156,31,34,4,2,17,0,97,2,6,8,0,3357,19,4,15,Cash
964,39,45707,2910,17,357,3,27,0,1,29,0,71,18,25,8,4,4971,1,2,14,Card
965,64,54110,1426,23,75,136,199,8,1,30,14,12,27,6,12,9,4848,33,14,10,UPI
966,47,76788,1070,24,206,24,150,4,5,7,0,95,2,6,5,9,2704,59,6,19,NetBanking
967,60,97879,1119,8,360,15,52,5,3,33,5,32,37,7,14,1,1037,50,10,1,Cash
968,65,53827,1241,41,277,171,343,3,2,7,12,20,3,15,18,3,70,56,13,1,UPI
969,34,20655,1936,6,464,159,293,5,2,58,0,51,23,2,14,1,2874,33,10,11,Card
970,43,59859,260,5,77,45,155,7,1,24,4,81,30,9,17,1,105,32,8,15,UPI
971,53,68625,2548,44,382,8,324,2,5,11,8,36,44,6,6,2,769,59,8,18,UPI
972,18,67098,297,29,142,71,453,4,1,9,16,67,44,20,10,4,2009,28,0,1,UPI
973,25,30251,1383,28,207,108,328,1,1,12,15,1,10,36,7,3,2940,37,0,16,Cash
974,66,15526,759,11,249,115,450,1,5,35,7,27,36,30,5,1,2192,41,9,13,Cash
975,52,83760,1875,1,187,103,101,6,3,4,16,40,0,22,7,9,3495,12,11,15,UPI
976,69,62837,1170,43,439,125,188,9,2,36,14,97,8,26,1,1,4311,9,11,4,UPI
977,32,26536,2110,19,133,57,65,9,3,28,0,84,16,21,18,5,4355,50,10,9,Card
978,64,43541,498,9,271,30,164,9,4,57,11,14,0,38,15,6,933,55,14,16,UPI
979,39,94083,1833,27,126,146,169,5,4,13,4,69,2,26,6,9,574,11,4,12,NetBanking
980,31,66027,1682,34,56,114,120,3,4,23,5,87,46,3,9,5,3930,33,0,15,NetBanking
981,43,49531,2225,44,354,117,146,4,5,19,0,79,25,23,11,6,4380,19,3,8,Card
982,45,23712,2271,4,111,167,241,0,1,42,0,6,30,22,16,0,4087,54,11,3,Cash
983,40,119101,174,36,37,60,489,6,3,37,9,33,25,18,6,5,2531,57,0,15,UPI
984,31,80455,2284,18,373,98,477,7,2,39,9,55,22,2,7,2,2419,42,14,10,Card
985,41,89744,701,15,82,171,229,8,4,24,2,19,29,26,6,0,69,34,1,6,Cash
986,19,20109,936,13,169,126,490,7,3,16,16,77,9,2,3,7,4474,7,1,16,Card
987,62,64268,1628,19,158,173,77,4,4,33,18,29,7,27,2,3,1302,31,3,12,Cash
988,43,115737,599,49,205,151,311,2,4,12,10,61,43,16,18,9,3814,52,7,3,UPI
989,31,69615,1696,6,204,94,258,9,2,34,17,70,24,30,14,7,2349,2,1,13,Card
990,68,97503,237,48,224,134,491,8,5,7,1,79,21,9,3,9,254,19,13,9,UPI
991,24,44759,2197,12,279,122,332,5,1,11,8,80,14,21,8,3,1707,38,8,9,Card
992,20,100708,1894,37,233,108,419,4,5,31,16,24,40,29,12,3,4787,32,14,9,Cash
993,64,75112,1072,17,275,4,401,2,3,29,13,23,9,20,17,9,833,10,11,11,Card
994,40,117471,1742,23,154,93,15,5,5,13,3,10,19,35,15,3,2764,41,8,1,NetBanking
995,63,41589,1985,26,80,151,473,2,3,31,16,54,40,22,0,5,2471,8,1,8,NetBanking
996,60,45015,2401,29,382,6,289,9,3,2,16,41,46,37,3,8,3742,26,0,4,Card
997,64,44009,2128,33,329,32,441,5,1,39,11,49,22,11,17,4,2035,30,9,7,NetBanking
998,62,98309,2857,27,107,106,496,3,2,15,19,17,0,24,7,9,1967,11,14,13,UPI
999,35,77046,2000,25,343,146,103,1,1,57,17,56,1,19,19,7,99,41,9,6,NetBanking
1000,55,41143,2710,10,495,15,438,7,5,11,2,45,18,6,15,7,1852,20,8,6,NetBanking
